#Gene_families	nsample	Num_leaves_tree1	Num_leaves_tree2	Norm_RFdist
EOG0917088K	19490	13	13	0.00000
EOG0917088L	18740	9	9	0.00000
EOG0917088M	12930	5	5	0.33333
EOG0917088N	18000	5	5	0.00000
EOG0917088O	19060	5	5	0.00000
EOG0917088P	19150	14	14	0.00000
EOG0917088Q	19470	9	9	0.00000
EOG0917088R	19390	14	14	0.00000
EOG0917088S	18980	14	14	0.00000
EOG0917088T	18690	12	12	0.00000
EOG0917088U	19990	9	9	0.00000
EOG0917088V	19100	14	14	0.00000
EOG0917088Y	19390	13	13	0.00000
EOG0917088Z	20000	4	4	0.00000
EOG09170890	17990	4	4	0.00000
EOG09170892	19490	13	13	0.00000
EOG09170893	19300	14	14	0.00000
EOG09170894	19270	7	7	0.00000
EOG09170895	19720	12	12	0.00000
EOG09170896	19350	13	13	0.00000
EOG09170897	19470	11	11	0.00000
EOG09170898	18210	8	8	0.00000
EOG0917089A	18290	12	12	0.00000
EOG0917089B	18800	11	11	0.00000
EOG0917089C	19200	10	10	0.07692
EOG0917089D	19020	13	13	0.00000
EOG0917089E	18340	6	6	0.00000
EOG0917089F	19010	4	4	0.00000
EOG0917089G	19640	14	14	0.00000
EOG0917089H	18380	12	12	0.00000
EOG0917089I	19390	13	13	0.00000
EOG0917089K	14770	4	4	0.00000
EOG0917089L	19910	13	13	0.00000
EOG0917089M	19300	7	7	0.00000
EOG0917089N	17970	13	13	0.00000
EOG0917089O	20000	4	4	0.00000
EOG0917089P	19230	14	14	0.00000
EOG0917089Q	19320	12	12	0.00000
EOG0917089R	19580	12	12	0.00000
EOG0917089S	18760	12	12	0.00000
EOG0917089T	20000	4	4	0.00000
EOG0917089V	18810	14	14	0.00000
EOG0917089W	19490	13	13	0.00000
EOG0917089Y	19330	12	12	0.00000
EOG0917089Z	19000	14	14	0.10000
EOG091708A0	19880	13	13	0.00000
EOG091708A1	20000	4	4	0.00000
EOG091708A2	18620	7	7	0.00000
EOG091708A3	17920	6	6	0.00000
EOG091708A4	19750	13	13	0.00000
EOG091708A6	19280	9	9	0.00000
EOG091708A7	18980	13	13	0.00000
EOG091708A8	20000	4	4	0.00000
EOG091708A9	18670	14	14	0.00000
EOG091708AA	18690	14	14	0.00000
EOG091708AB	18390	17	17	0.00000
EOG091708AC	19600	10	10	0.00000
EOG091708AE	19380	13	13	0.40000
EOG091708AF	17730	6	6	0.00000
EOG091708AG	19120	5	5	0.00000
EOG091708AH	19670	6	6	0.20000
EOG091708AI	19140	14	14	0.00000
EOG091708AJ	19570	13	13	0.00000
EOG091708AN	20000	4	4	0.00000
EOG091708AO	20000	5	5	0.00000
EOG091708AP	19100	13	13	0.00000
EOG091708AQ	18850	7	7	0.00000
EOG091708AR	16890	8	8	0.00000
EOG091708AS	19950	7	7	0.00000
EOG091708AU	18570	14	14	0.00000
EOG091708AW	19350	14	14	0.00000
EOG091708AX	18700	14	14	0.00000
EOG091708AY	18860	14	14	0.00000
EOG091708AZ	18700	12	12	0.00000
EOG091708B0	19190	14	14	0.00000
EOG091708B3	19640	8	8	0.00000
EOG091708B4	19080	11	11	0.00000
EOG091708B5	19390	14	14	0.00000
EOG091708B6	19280	13	13	0.00000
EOG091708B7	19280	14	14	0.00000
EOG091708B8	20000	6	6	0.00000
EOG091708BC	19130	5	5	0.00000
EOG091708BD	17360	12	12	0.05882
EOG091708BE	19530	12	12	0.00000
EOG091708BF	19480	5	5	0.00000
EOG091708BJ	19540	12	12	0.06667
EOG091708BK	19170	13	13	0.00000
EOG091708BL	19980	10	10	0.00000
EOG091708BN	20000	4	4	0.00000
EOG091708BO	19390	14	14	0.00000
EOG091708BR	20000	4	4	0.00000
EOG091708BS	19380	8	8	0.00000
EOG091708BT	18850	12	12	0.00000
EOG091708BU	19300	14	14	0.00000
EOG091708BV	19040	8	8	0.00000
EOG091708BY	18840	11	11	0.00000
EOG091708BZ	17200	26	26	0.02564
EOG091708C1	19170	8	8	0.00000
EOG091708C2	18680	14	14	0.00000
EOG091708C3	19270	8	8	0.00000
EOG091708C4	18890	12	12	0.00000
EOG091708C5	19430	13	13	0.00000
EOG091708C8	18730	7	7	0.00000
EOG091708C9	19280	14	14	0.18182
EOG091708CA	19120	14	14	0.05263
EOG091708CB	19980	6	6	0.00000
EOG091708CC	18380	14	14	0.00000
EOG091708CD	20000	7	7	0.00000
EOG091708CE	18700	14	14	0.00000
EOG091708CF	19320	10	10	0.09091
EOG091708CJ	19910	6	6	0.00000
EOG091708CK	19460	14	14	0.00000
EOG091708CL	15310	24	24	0.00000
EOG091708CM	18570	13	13	0.00000
EOG091708CN	18930	14	14	0.00000
EOG091708CO	18670	7	7	0.00000
EOG091708CQ	18080	13	13	0.00000
EOG091708CR	19270	12	12	0.00000
EOG091708CS	19740	14	14	0.00000
EOG091708CT	20000	7	7	0.00000
EOG091708CW	18960	13	13	0.00000
EOG091708CX	19340	11	11	0.00000
EOG091708CY	19370	13	13	0.00000
EOG091708CZ	19190	9	9	0.00000
EOG091708D0	19150	14	14	0.00000
EOG091708D1	18750	14	14	0.00000
EOG091708D4	19980	6	6	0.00000
EOG091708D5	18180	11	11	0.00000
EOG091708D6	18970	14	14	0.00000
EOG091708D7	18970	12	12	0.00000
EOG091708D8	20000	6	6	0.00000
EOG091708D9	19620	13	13	0.00000
EOG091708DA	19190	10	10	0.00000
EOG091708DC	19440	14	14	0.00000
EOG091708DE	19390	13	13	0.00000
EOG091708DF	20000	5	5	0.00000
EOG091708DG	20000	6	6	0.00000
EOG091708DH	18800	14	14	0.00000
EOG091708DJ	15490	4	4	0.00000
EOG091708DK	19620	13	13	0.00000
EOG091708DL	19250	14	14	0.00000
EOG091708DM	19910	8	8	0.00000
EOG091708DN	19820	14	14	0.00000
EOG091708DQ	19710	7	7	0.00000
EOG091708DR	19420	8	8	0.00000
EOG091708DS	17380	14	14	0.00000
EOG091708DT	19050	15	15	0.04348
EOG091708DU	15160	5	5	0.00000
EOG091708DV	17880	13	13	0.00000
EOG091708DW	19100	7	7	0.00000
EOG091708DZ	20000	4	4	0.00000
EOG091708E0	18870	6	6	0.00000
EOG091708E2	20000	4	4	0.00000
EOG091708E4	14770	12	12	0.00000
EOG091708E5	19700	13	13	0.00000
EOG091708E6	19290	8	8	0.00000
EOG091708E9	19820	7	7	0.00000
EOG091708EA	19090	14	14	0.00000
EOG091708EB	19590	9	9	0.00000
EOG091708EC	19730	4	4	0.00000
EOG091708ED	19080	12	12	0.00000
EOG091708EE	19790	9	9	0.00000
EOG091708EF	18330	14	14	0.00000
EOG091708EG	19560	10	10	0.00000
EOG091708EJ	19150	13	13	0.00000
EOG091708EK	18860	9	9	0.00000
EOG091708EL	19620	14	14	0.00000
EOG091708EN	19300	13	13	0.00000
EOG091708EO	18850	13	13	0.00000
EOG091708EP	19430	14	14	0.00000
EOG091708EQ	19330	5	5	0.00000
EOG091708ER	20000	4	4	0.00000
EOG091708ET	19190	13	13	0.00000
EOG091708EU	18100	12	12	0.00000
EOG091708EV	20000	4	4	0.00000
EOG091708EW	19140	15	15	0.00000
EOG091708EX	18700	8	8	0.00000
EOG091708EZ	10840	15	15	0.00000
EOG091708F0	19450	12	12	0.00000
EOG091708F1	19630	10	10	0.00000
EOG091708F2	19610	14	14	0.00000
EOG091708F3	19600	13	13	0.30000
EOG091708F4	19620	12	12	0.00000
EOG091708F6	19320	13	13	0.00000
EOG091708F7	19530	11	11	0.00000
EOG091708F8	19430	12	12	0.00000
EOG091708FB	19550	13	13	0.00000
EOG091708FC	19450	15	15	0.00000
EOG091708FD	19140	13	13	0.00000
EOG091708FE	19010	10	10	0.00000
EOG091708FF	19390	15	15	0.00000
EOG091708FG	18810	13	13	0.05882
EOG091708FH	19590	14	14	0.00000
EOG091708FJ	19360	6	6	0.20000
EOG091708FK	18550	9	9	0.00000
EOG091708FL	18690	8	8	0.00000
EOG091708FM	19140	13	13	0.00000
EOG091708FN	17310	13	13	0.00000
EOG091708FO	19030	12	12	0.00000
EOG091708FQ	19000	8	8	0.00000
EOG091708FR	19020	13	13	0.00000
EOG091708FS	18870	14	14	0.00000
EOG091708FT	19260	14	14	0.00000
EOG091708FU	18940	17	17	0.00000
EOG091708FV	18720	10	10	0.00000
EOG091708FX	18760	13	13	0.00000
EOG091708FY	19210	14	14	0.18182
EOG091708FZ	19720	12	12	0.00000
EOG091708G1	19400	13	13	0.00000
EOG091708G2	19590	11	11	0.00000
EOG091708G3	19300	14	14	0.00000
EOG091708G4	18400	13	13	0.00000
EOG091708G5	19710	13	13	0.00000
EOG091708G6	13940	9	9	0.00000
EOG091708G9	19230	12	12	0.00000
EOG091708GA	19450	12	12	0.00000
EOG091708GB	19100	14	14	0.00000
EOG091708GC	18420	10	10	0.00000
EOG091708GD	20000	4	4	0.00000
EOG091708GE	18730	6	6	0.00000
EOG091708GH	19160	13	13	0.00000
EOG091708GI	17820	14	14	0.00000
EOG091708GJ	18670	12	12	0.00000
EOG091708GL	19420	13	13	0.00000
EOG091708GM	18550	12	12	0.06667
EOG091708GO	19530	13	13	0.00000
EOG091708GP	19500	12	12	0.00000
EOG091708GQ	18860	10	10	0.00000
EOG091708GU	18430	15	15	0.00000
EOG091708GV	18470	14	14	0.00000
EOG091708GW	19450	16	16	0.00000
EOG091708GY	18920	14	14	0.00000
EOG091708GZ	18640	14	14	0.00000
EOG091708H0	19300	14	14	0.00000
EOG091708H1	19030	14	14	0.00000
EOG091708H5	20000	4	4	0.00000
EOG091708H6	18900	13	13	0.00000
EOG091708H7	18970	14	14	0.00000
EOG091708H8	18730	13	13	0.00000
EOG091708H9	19400	14	14	0.18182
EOG091708HA	18750	8	8	0.00000
EOG091708HB	19080	14	14	0.00000
EOG091708HF	19200	11	11	0.00000
EOG091708HG	19310	13	13	0.00000
EOG091708HH	19340	13	13	0.00000
EOG091708HI	19600	13	13	0.00000
EOG091708HJ	18830	12	12	0.05882
EOG091708HL	19430	14	14	0.00000
EOG091708HM	18130	5	5	0.00000
EOG091708HN	19400	14	14	0.00000
EOG091708HO	19480	12	12	0.00000
EOG091708HQ	18730	13	13	0.00000
EOG091708HR	20000	4	4	0.00000
EOG091708HS	16160	10	10	0.16667
EOG091708HT	18270	13	13	0.00000
EOG091708HU	18900	13	13	0.11111
EOG091708HV	19070	15	15	0.00000
EOG091708HW	19600	14	14	0.00000
EOG091708HZ	19300	13	13	0.00000
EOG091708I0	19460	14	14	0.00000
EOG091708I1	20000	4	4	0.00000
EOG091708I2	19750	10	10	0.00000
EOG091708I3	19810	12	12	0.00000
EOG091708I4	19550	10	10	0.07692
EOG091708I7	13710	4	4	NaN
EOG091708I8	19370	10	10	0.00000
EOG091708I9	20000	4	4	0.00000
EOG091708IA	19570	14	14	0.23810
EOG091708IB	20000	4	4	0.00000
EOG091708IE	19570	8	8	0.00000
EOG091708IF	18080	6	6	0.00000
EOG091708IH	19220	14	14	0.00000
EOG091708II	19510	12	12	0.00000
EOG091708IJ	19080	14	14	0.00000
EOG091708IK	19140	14	14	0.00000
EOG091708IL	19380	12	12	0.00000
EOG091708IM	19610	6	6	0.00000
EOG091708IN	16120	14	14	0.00000
EOG091708IO	19770	13	13	0.00000
EOG091708IQ	18730	6	6	0.00000
EOG091708IR	18810	14	14	0.00000
EOG091708IS	19800	6	6	0.00000
EOG091708IT	19590	5	5	0.00000
EOG091708IU	19860	12	12	0.00000
EOG091708IV	19440	6	6	0.00000
EOG091708IY	19550	14	14	0.00000
EOG091708IZ	19510	12	12	0.00000
EOG091708J0	18120	13	13	0.00000
EOG091708J1	19230	8	8	0.00000
EOG091708J2	18490	14	14	0.00000
EOG091708J3	18960	14	14	0.00000
EOG091708J4	18820	10	10	0.00000
EOG091708J5	18600	14	14	0.20000
EOG091708J6	19570	11	11	0.06667
EOG091708J7	18540	23	23	0.00000
EOG091708J8	19380	6	6	0.00000
EOG091708J9	18000	14	14	0.00000
EOG091708JA	19590	13	13	0.00000
EOG091708JB	19630	12	12	0.00000
EOG091708JC	19950	13	13	0.00000
EOG091708JD	18910	13	13	0.00000
EOG091708JE	18950	13	13	0.00000
EOG091708JF	19850	14	14	0.00000
EOG091708JH	19910	8	8	0.00000
EOG091708JI	20000	6	6	0.00000
EOG091708JJ	19400	14	14	0.00000
EOG091708JK	19430	13	13	0.00000
EOG091708JL	18660	12	12	0.00000
EOG091708JO	19050	13	13	0.00000
EOG091708JP	17640	16	16	0.30000
EOG091708JU	15480	9	9	0.00000
EOG091708JV	18730	15	15	0.00000
EOG091708JW	18320	4	4	NaN
EOG091708JX	19090	14	14	0.00000
EOG091708JY	19350	13	13	0.00000
EOG091708JZ	19950	10	10	0.00000
EOG091708K0	8590	12	12	0.00000
EOG091708K1	18630	12	12	0.00000
EOG091708K2	19550	14	14	0.00000
EOG091708K3	18580	39	39	0.03125
EOG091708K5	19610	7	7	0.00000
EOG091708K8	19290	14	14	0.00000
EOG091708K9	19390	9	9	0.00000
EOG091708KA	11990	13	13	0.00000
EOG091708KB	19160	13	13	0.00000
EOG091708KC	19940	10	10	0.00000
EOG091708KD	19460	13	13	0.00000
EOG091708KE	19500	10	10	0.00000
EOG091708KF	18630	14	14	0.00000
EOG091708KH	18170	5	5	0.00000
EOG091708KI	19150	4	4	0.00000
EOG091708KJ	18290	12	12	0.00000
EOG091708KK	18920	14	14	0.00000
EOG091708KL	18530	13	13	0.00000
EOG091708KM	19030	12	12	0.20000
EOG091708KN	18590	8	8	0.00000
EOG091708KO	20000	4	4	0.00000
EOG091708KP	19330	12	12	0.00000
EOG091708KS	18930	12	12	0.00000
EOG091708KT	19380	15	15	0.00000
EOG091708KU	19490	9	9	0.00000
EOG091708KV	18590	12	12	0.00000
EOG091708KW	19650	11	11	0.00000
EOG091708KX	10590	12	12	0.00000
EOG091708KZ	19250	9	9	0.00000
EOG091708L0	19500	15	15	0.00000
EOG091708L2	19280	14	14	0.26316
EOG091708L3	18580	14	14	0.00000
EOG091708L4	19060	14	14	0.00000
EOG091708L5	20000	4	4	0.00000
EOG091708L6	19720	15	15	0.00000
EOG091708L7	18020	17	17	0.20000
EOG091708L8	17910	10	10	0.00000
EOG091708LA	20000	5	5	0.00000
EOG091708LB	19350	14	14	0.00000
EOG091708LD	18960	13	13	0.00000
EOG091708LE	19950	8	8	0.00000
EOG091708LF	19290	5	5	0.00000
EOG091708LG	19440	13	13	0.00000
EOG091708LH	18500	14	14	0.00000
EOG091708LI	19590	14	14	0.00000
EOG091708LK	19240	6	6	0.00000
EOG091708LL	18830	4	4	0.00000
EOG091708LM	15480	4	4	NaN
EOG091708LO	17750	14	14	0.00000
EOG091708LP	19360	14	14	0.00000
EOG091708LR	19660	5	5	0.00000
EOG091708LU	18580	5	5	NaN
EOG091708LV	19100	13	13	0.00000
EOG091708LW	18820	13	13	0.29412
EOG091708LX	17660	14	14	0.00000
EOG091708LY	19390	14	14	0.00000
EOG091708LZ	19370	12	12	0.00000
EOG091708M1	19190	12	12	0.00000
EOG091708M2	18780	13	13	0.00000
EOG091708M3	19320	13	13	0.00000
EOG091708M5	19500	10	10	0.00000
EOG091708M6	18940	14	14	0.00000
EOG091708M7	19450	15	15	0.00000
EOG091708M8	16650	14	14	0.00000
EOG091708M9	20000	4	4	0.00000
EOG091708MB	18350	13	13	0.00000
EOG091708MC	17580	4	4	0.00000
EOG091708MD	18810	5	5	0.00000
EOG091708ME	18850	6	6	0.00000
EOG091708MF	19710	13	13	0.00000
EOG091708MG	18340	12	12	0.09091
EOG091708MI	20000	4	4	0.00000
EOG091708MJ	19680	10	10	0.00000
EOG091708MK	19370	14	14	0.00000
EOG091708ML	19190	10	10	0.00000
EOG091708MM	19080	14	14	0.00000
EOG091708MN	20000	4	4	0.00000
EOG091708MR	18420	11	11	0.00000
EOG091708MS	20000	4	4	0.00000
EOG091708MT	18020	12	12	0.00000
EOG091708MW	18970	12	12	0.00000
EOG091708MX	19440	13	13	0.05263
EOG091708MY	19090	9	9	0.00000
EOG091708MZ	19400	7	7	0.00000
EOG091708N0	19510	12	12	0.00000
EOG091708N2	11320	7	7	0.00000
EOG091708N3	18640	22	22	0.02857
EOG091708N4	17330	4	4	0.00000
EOG091708N5	19550	7	7	0.00000
EOG091708N6	19470	14	14	0.00000
EOG091708N7	19250	10	10	0.00000
EOG091708N8	19450	13	13	0.00000
EOG091708N9	19060	12	12	0.00000
EOG091708NC	16580	5	5	0.33333
EOG091708NE	19150	14	14	0.00000
EOG091708NF	19520	12	12	0.00000
EOG091708NK	18010	5	5	0.00000
EOG091708NM	19340	14	14	0.00000
EOG091708NN	19320	11	11	0.00000
EOG091708NO	19230	12	12	0.00000
EOG091708NP	18550	14	14	0.00000
EOG091708NR	19030	14	14	0.00000
EOG091708NS	19640	16	16	0.00000
EOG091708NT	18410	12	12	0.00000
EOG091708NU	17760	8	8	0.00000
EOG091708NV	19960	6	6	0.00000
EOG091708NW	18960	14	14	0.00000
EOG091708O0	19350	13	13	0.00000
EOG091708O1	19170	12	12	0.07692
EOG091708O2	19510	14	14	0.00000
EOG091708O3	19460	13	13	0.00000
EOG091708O4	16800	14	14	0.05882
EOG091708O5	19000	14	14	0.00000
EOG091708O6	19190	9	9	0.00000
EOG091708O7	18090	4	4	0.00000
EOG091708OA	19120	8	8	0.00000
EOG091708OB	19570	13	13	0.00000
EOG091708OC	18580	11	11	0.00000
EOG091708OD	18570	14	14	0.00000
EOG091708OE	19120	11	11	0.00000
EOG091708OF	19360	13	13	0.26316
EOG091708OI	18620	7	7	0.00000
EOG091708OK	19420	13	13	0.05263
EOG091708OL	19290	12	12	0.00000
EOG091708OM	19990	6	6	0.00000
EOG091708ON	19630	12	12	0.00000
EOG091708OR	20000	5	5	0.00000
EOG091708OS	19320	13	13	0.00000
EOG091708OT	19340	7	7	0.00000
EOG091708OU	18890	14	14	0.36364
EOG091708OV	18940	7	7	0.20000
EOG091708OW	19460	14	14	0.00000
EOG091708OX	20000	6	6	0.00000
EOG091708OY	19980	9	9	0.00000
EOG091708OZ	18660	6	6	0.00000
EOG091708P2	18390	8	8	0.00000
EOG091708P3	19120	14	14	0.05263
EOG091708P4	19540	13	13	0.05882
EOG091708P6	18690	12	12	0.00000
EOG091708P7	17510	6	6	0.00000
EOG091708P9	19860	8	8	0.00000
EOG091708PA	18500	5	5	0.00000
EOG091708PC	19140	10	10	0.00000
EOG091708PD	18830	13	13	0.33333
EOG091708PE	19620	13	13	0.00000
EOG091708PF	19960	5	5	0.00000
EOG091708PG	19480	11	11	0.00000
EOG091708PI	19080	14	14	0.00000
EOG091708PJ	20000	7	7	0.00000
EOG091708PM	19000	10	10	0.09091
EOG091708PN	19840	10	10	0.00000
EOG091708PQ	18490	7	7	0.00000
EOG091708PR	18760	15	15	0.00000
EOG091708PS	19230	12	12	0.05882
EOG091708PT	19410	9	9	0.00000
EOG091708PU	19360	10	10	0.00000
EOG091708PV	19460	12	12	0.00000
EOG091708PW	19550	14	14	0.00000
EOG091708PY	18530	12	12	0.00000
EOG091708PZ	19690	13	13	0.00000
EOG091708Q0	18750	13	13	0.00000
EOG091708Q1	19530	9	9	0.00000
EOG091708Q2	18680	11	11	0.06667
EOG091708Q3	18540	10	10	0.00000
EOG091708Q6	20000	4	4	0.00000
EOG091708Q7	18630	4	4	0.00000
EOG091708Q8	19130	11	11	0.00000
EOG091708Q9	19390	14	14	0.36364
EOG091708QA	19580	12	12	0.00000
EOG091708QD	19820	10	10	0.00000
EOG091708QE	19380	14	14	0.00000
EOG091708QF	19750	13	13	0.00000
EOG091708QG	18730	12	12	0.00000
EOG091708QJ	19730	12	12	0.00000
EOG091708QK	19350	13	13	0.00000
EOG091708QL	19550	15	15	0.00000
EOG091708QM	19140	22	22	0.00000
EOG091708QO	19240	13	13	0.22222
EOG091708QQ	19840	6	6	0.00000
EOG091708QR	19580	6	6	0.00000
EOG091708QS	18800	13	13	0.00000
EOG091708QT	19680	11	11	0.00000
EOG091708QU	19120	12	12	0.00000
EOG091708QW	19720	4	4	0.00000
EOG091708QX	19490	14	14	0.00000
EOG091708QY	19870	6	6	0.00000
EOG091708QZ	19370	12	12	0.20000
EOG091708R0	17910	12	12	0.00000
EOG091708R1	19440	7	7	0.00000
EOG091708R2	14370	14	14	0.00000
EOG091708R3	19480	12	12	0.05882
EOG091708R4	19720	10	10	0.00000
EOG091708R7	18350	18	18	0.00000
EOG091708R8	18960	14	14	0.00000
EOG091708R9	19180	13	13	0.00000
EOG091708RA	18730	14	14	0.05882
EOG091708RB	19530	12	12	0.00000
EOG091708RD	19240	11	11	0.00000
EOG091708RF	18030	11	11	0.00000
EOG091708RG	19690	12	12	0.00000
EOG091708RH	18880	14	14	0.00000
EOG091708RI	18760	13	13	0.00000
EOG091708RL	17410	7	7	0.00000
EOG091708RM	18690	14	14	0.10000
EOG091708RN	19350	13	13	0.44444
EOG091708RO	19580	7	7	0.00000
EOG091708RP	18360	9	9	0.00000
EOG091708RR	19090	6	6	0.00000
EOG091708RS	19960	9	9	0.00000
EOG091708RT	19320	14	14	0.00000
EOG091708RU	18100	9	9	0.00000
EOG091708RV	19560	6	6	0.00000
EOG091708RW	19440	13	13	0.00000
EOG091708RX	18890	11	11	0.00000
EOG091708RY	19860	13	13	0.00000
EOG091708RZ	19330	12	12	0.00000
EOG091708S0	19120	15	15	0.00000
EOG091708S1	19260	10	10	0.00000
EOG091708S2	18980	11	11	0.00000
EOG091708S3	19110	13	13	0.00000
EOG091708S4	19600	13	13	0.05882
EOG091708S5	17780	6	6	0.00000
EOG091708S6	18280	16	16	0.00000
EOG091708S7	20000	14	14	0.00000
EOG091708S8	19800	14	14	0.00000
EOG091708SB	18480	13	13	0.00000
EOG091708SC	18960	14	14	0.00000
EOG091708SD	19340	13	13	0.00000
EOG091708SE	17490	6	6	0.00000
EOG091708SH	18840	5	5	0.00000
EOG091708SI	19050	13	13	0.00000
EOG091708SJ	18010	11	11	0.00000
EOG091708SK	18860	13	13	0.11111
EOG091708SL	17980	5	5	0.00000
EOG091708SM	18730	6	6	0.00000
EOG091708SN	19450	15	15	0.09091
EOG091708SO	18750	12	12	0.00000
EOG091708SP	19520	13	13	0.00000
EOG091708SQ	19680	11	11	0.00000
EOG091708SU	18400	14	14	0.00000
EOG091708SV	19690	9	9	0.00000
EOG091708SX	19780	9	9	0.00000
EOG091708SY	19680	13	13	0.00000
EOG091708T0	19040	12	12	0.00000
EOG091708T1	18860	13	13	0.00000
EOG091708T2	19600	12	12	0.00000
EOG091708T4	19220	12	12	0.00000
EOG091708T5	18350	5	5	0.00000
EOG091708T6	19420	9	9	0.09091
EOG091708T8	19680	14	14	0.00000
EOG091708T9	19280	12	12	0.00000
EOG091708TA	19870	9	9	0.00000
EOG091708TB	19380	14	14	0.00000
EOG091708TC	19180	12	12	0.00000
EOG091708TD	18110	11	11	0.06667
EOG091708TF	19230	12	12	0.00000
EOG091708TG	18180	8	8	0.00000
EOG091708TH	19400	13	13	0.00000
EOG091708TI	19290	13	13	0.00000
EOG091708TJ	19300	14	14	0.00000
EOG091708TL	19530	12	12	0.00000
EOG091708TN	19770	7	7	0.00000
EOG091708TP	18620	14	14	0.00000
EOG091708TQ	19220	14	14	0.04762
EOG091708TR	19470	10	10	0.00000
EOG091708TS	19880	9	9	0.00000
EOG091708TU	18950	4	4	0.00000
EOG091708TV	18920	12	12	0.00000
EOG091708TW	18750	14	14	0.00000
EOG091708TX	19570	14	14	0.00000
EOG091708TY	18960	14	14	0.09091
EOG091708TZ	18950	14	14	0.00000
EOG091708U0	17350	5	5	0.00000
EOG091708U2	19560	10	10	0.00000
EOG091708U3	19330	11	11	0.00000
EOG091708U4	19680	12	12	0.00000
EOG091708U5	19390	12	12	0.00000
EOG091708U6	19840	13	13	0.00000
EOG091708U7	19240	12	12	0.00000
EOG091708U8	19340	13	13	0.00000
EOG091708U9	19080	9	9	0.00000
EOG091708UA	19310	10	10	0.00000
EOG091708UB	19620	13	13	0.00000
EOG091708UC	19740	12	12	0.05882
EOG091708UE	19600	6	6	0.00000
EOG091708UF	18760	15	15	0.00000
EOG091708UG	18620	13	13	0.00000
EOG091708UH	17810	14	14	0.00000
EOG091708UJ	19160	14	14	0.00000
EOG091708UK	19720	13	13	0.05263
EOG091708UL	20000	4	4	0.00000
EOG091708UM	19580	13	13	0.00000
EOG091708UN	18520	11	11	0.00000
EOG091708UO	19840	12	12	0.00000
EOG091708UP	19020	13	13	0.00000
EOG091708UQ	19400	16	16	0.12000
EOG091708UR	19330	7	7	0.00000
EOG091708US	18630	15	15	0.00000
EOG091708UT	19730	7	7	0.00000
EOG091708UU	3710	27	27	0.02439
EOG091708UV	19500	13	13	0.00000
EOG091708UW	19460	13	13	0.00000
EOG091708UY	18390	14	14	0.00000
EOG091708UZ	19110	11	11	0.00000
EOG091708V0	19300	11	11	0.00000
EOG091708V2	19170	4	4	NaN
EOG091708V3	19330	7	7	0.00000
EOG091708V4	19660	11	11	0.00000
EOG091708V5	18690	13	13	0.00000
EOG091708V6	19360	13	13	0.00000
EOG091708V7	19270	14	14	0.04762
EOG091708V9	19790	6	6	0.00000
EOG091708VA	18740	11	11	0.00000
EOG091708VB	18770	5	5	0.00000
EOG091708VE	19310	13	13	0.00000
EOG091708VF	19140	15	15	0.00000
EOG091708VG	19800	10	10	0.00000
EOG091708VH	20000	4	4	0.00000
EOG091708VJ	19660	7	7	0.00000
EOG091708VK	18890	7	7	0.14286
EOG091708VL	19310	13	13	0.00000
EOG091708VM	13420	13	13	0.44444
EOG091708VN	20000	5	5	0.00000
EOG091708VO	19420	8	8	0.00000
EOG091708VP	19150	8	8	0.00000
EOG091708VQ	18830	8	8	0.00000
EOG091708VR	19640	11	11	0.00000
EOG091708VS	17430	14	14	0.00000
EOG091708VT	18970	10	10	0.00000
EOG091708VU	19150	10	10	0.00000
EOG091708VV	19510	13	13	0.05263
EOG091708VX	18220	4	4	0.00000
EOG091708W1	19540	13	13	0.05263
EOG091708W2	18960	5	5	0.00000
EOG091708W3	19260	14	14	0.00000
EOG091708W4	19580	9	9	0.00000
EOG091708W5	18960	13	13	0.00000
EOG091708W6	19570	11	11	0.00000
EOG091708W7	19370	12	12	0.00000
EOG091708W9	18690	6	6	0.00000
EOG091708WA	19800	9	9	0.00000
EOG091708WB	19320	5	5	0.00000
EOG091708WC	18700	13	13	0.30000
EOG091708WD	19660	11	11	0.00000
EOG091708WG	18090	6	6	0.00000
EOG091708WH	20000	4	4	0.00000
EOG091708WJ	19020	14	14	0.00000
EOG091708WK	19570	11	11	0.00000
EOG091708WL	19290	5	5	0.00000
EOG091708WM	19210	4	4	0.00000
EOG091708WN	18720	14	14	0.00000
EOG091708WO	19310	12	12	0.00000
EOG091708WP	19330	13	13	0.15789
EOG091708WS	20000	4	4	0.00000
EOG091708WT	18060	11	11	0.14286
EOG091708WU	19200	12	12	0.00000
EOG091708WV	12490	26	26	0.00000
EOG091708WW	18730	14	14	0.00000
EOG091708WX	19380	15	15	0.00000
EOG091708WY	18380	5	5	0.00000
EOG091708WZ	19430	10	10	0.07692
EOG091708X0	19760	10	10	0.00000
EOG091708X6	18020	6	6	0.00000
EOG091708X7	18090	8	8	0.00000
EOG091708X8	19640	8	8	0.00000
EOG091708X9	19830	14	14	0.00000
EOG091708XD	19390	14	14	0.00000
EOG091708XG	12990	11	11	0.00000
EOG091708XI	19320	10	10	0.00000
EOG091708XK	19780	12	12	0.06667
EOG091708XL	18520	13	13	0.05263
EOG091708XM	19310	14	14	0.00000
EOG091708XN	19050	12	12	0.00000
EOG091708XO	19380	13	13	0.00000
EOG091708XQ	19020	15	15	0.00000
EOG091708XR	18860	13	13	0.06667
EOG091708XS	20000	6	6	0.00000
EOG091708XT	18750	12	12	0.00000
EOG091708XU	17660	13	13	0.00000
